Data;BRAZIL CDS USD SR 5Y D14 Corp  (R1);INDON CDS USD SR 5Y D14 Corp  (R2);TURKEY CDS USD SR 5Y D14 Corp  (R2);COLOM CDS USD SR 5Y D14 Corp  (R2);PERU CDS USD SR 5Y D14 Corp  (R2);HUNGARY CDS USD SR 5Y D14 Corp  (R1);KOREA CDS USD SR 5Y D14 Corp  (L1);MALAYS CDS USD SR 5Y D14 Corp  (R2);PHILIP CDS USD SR 5Y D14 Corp  (R2);ARGENT CDS USD SR 5Y D14 Corp  (L2);BGARIA CDS USD SR 5Y D14 Corp  (R2);CROATB CDS USD SR 5Y D14 Corp  (R1);CZECH CDS USD SR 5Y D14 Corp  (L1);GREECE CDS USD SR 5Y D14 Corp  (L2);ICELND CDS USD SR 5Y D14 Corp  (R2);INDIA CDS USD SR 5Y D14 Corp  (R1);IRELND CDS USD SR 5Y D14 Corp  (R2);MEX CDS USD SR 5Y D14 Corp  (R2);CHILE CDS USD SR 5Y D14 Corp  (R2);MOROC CDS USD SR 5Y D14 Corp  (R2);POLAND CDS USD SR 5Y D14 Corp  (L1);RUSSIA CDS USD SR 5Y D14 Corp  (R1);REPSOU CDS USD SR 5Y D14 Corp  (R1);SLOVEN CDS USD SR 5Y D14 Corp  (R1);THAI CDS USD SR 5Y D14 Corp  (R2);BTUN CDS USD SR 5Y D14 Corp  (R1);VIETNM CDS USD SR 5Y D14 Corp  (R2)
06-10-00;;;;;;;;;;;;;;;;;;;;;;;180000;;;;
12-10-00;;;425000;;;;;;;;;;;;;;;;;;;900000;187500;;;;
20-10-00;;;457500;;;;;;;;;;;;;;;;;;;887500;191250;;;;
23-10-00;;;;;;;;;;;;;;;;;;;;;;1000000;;;;;
24-10-00;;;462500;;;;;;;;;;;;;;;;;;;962500;191250;;;;
25-10-00;;;460000;;;;;;;;;;;;;;;;;;;962500;191250;;;;
26-10-00;;;452500;;;;;;;;;;;;;;;;;;;970000;191250;;;;
27-10-00;;;452500;;;;;;;;;;;;;;;;;;;962500;190000;;;;
30-10-00;;;437500;;;;;;;;;;;;;;;;;;;950000;190000;;;;
31-10-00;;;470000;;;;;;;;;;;;;;;;;;;902500;190000;;;;
01-11-00;;;470000;;;;;;;;;;;;;;;;;;;894000;190000;;;;
02-11-00;;;462500;;;;;;;;;;;;;;;;;;;890000;200000;;;;
03-11-00;;;460000;;;;;;;;;;;;;;;;;;;883750;200000;;;;
06-11-00;;;452500;;;;;;;;;;;;;;;;;;;883750;200000;;;;
07-11-00;;;452500;;;;;;;;;;;;;;;;;;;902500;200000;;;;
08-11-00;;;457500;;;;;;;;;;;;;;;;;;;921250;200000;;;;
09-11-00;;;462500;;;;;;;;;;;;;;;;;;;1015000;200000;;;;
10-11-00;;;457500;;;;;;;;;;;;;;;;;;;998750;200000;;;;
13-11-00;;;457500;;;;;;;;;;;;;;;;;;;1005000;200000;;;;
14-11-00;;;465000;;;;;;;;;;;;;;;;;;;1005000;200000;;;;
15-11-00;;;460000;;;;;;;;;;;;;;;;;;;950000;200000;;;;
16-11-00;;;460000;;;;;;;;;;;;;;;;;;;945000;200000;;;;
17-11-00;;;462500;;;;;;;;;;;;;;;;;;;950000;200000;;;;
20-11-00;;;467500;;;;;;;;;;;;;;;;;;;950000;200000;;;;
21-11-00;;;480000;;;;;;;;;;;;;;;;;;;950000;200000;;;;
22-11-00;;;510000;;;;;;;;;;;;;;;;;;;955000;200000;;;;
24-11-00;;;577500;;;;;;;;;;;;;;;;;;;955000;200000;;;;
27-11-00;;;597500;;;;;;;;;;;;;;;;;;;955000;200000;;;;
28-11-00;;;715000;;;;;;;;;;;;;;;;;;;955000;200000;;;;
29-11-00;;;762500;;;;;;;;;;;;;;;;;;;955000;200000;;;;
30-11-00;;;800000;;;;;;;;;;;;;;;;;;;1017500;200000;;;;
01-12-00;;;825000;;;;;;;;;;;;;;;;;;;1017500;200000;;;;
04-12-00;;;880000;;;;;;;;;;;;;;;;;;;1017500;200000;;;;
05-12-00;;;800000;;;;;;;;;;;;;;;;;;;1017500;200000;;;;
06-12-00;;;742500;;;;;;;;;;;;;;;;;;;1002500;200000;;;;
07-12-00;;;747500;;;;;;;;;;;;;;;;;;;1007500;200000;;;;
08-12-00;;;742500;;;;;;;;;;;;;;;;;;;1007500;200000;;;;
11-12-00;;;727500;;;;;;;;;;;;;;;;;;;1002500;200000;;;;
12-12-00;;;720000;;;;;;;;;;;;;;;;;;;1002500;200000;;;;
13-12-00;;;740000;;;;;;;;;;;;;;;;;;;1022500;200000;;;;
14-12-00;;;752500;;;;;;;;;;;;;;;;;;;1025000;202500;;;;
15-12-00;;;752500;;;;;;;;;;;;;;;;;;;1025000;202500;;;;
18-12-00;;;735000;;;;;;;;;;;;;;;;;;;1025000;210000;;;;
19-12-00;;;760000;;;;;;;;;;;;;;;;;;;1025000;202500;;;;
20-12-00;;;760000;;;;;;;;;;;;;;;;;;;1025000;202500;;;;
21-12-00;;;750000;;;;;;;;;;;;;;;;;;;1015000;202500;;;;
22-12-00;;;750000;;;;;;;;;;;;;;;;;;;1015000;202500;;;;
26-12-00;;;750000;;;;;;;;;;;;;;;;;;;1015000;202500;;;;
27-12-00;;;750000;;;;;;;;;;;;;;;;;;;1015000;202500;;;;
28-12-00;;;750000;;;;;;;;;;;;;;;;;;;1015000;202500;;;;
29-12-00;;;750000;;;;;;;;;;;;;;;;;;;1015000;202500;;;;
02-01-01;;;750000;;;;;;;;;;;;;;;;;;;1050000;202500;;;;
03-01-01;;;760000;;;;;;;;;;;;;;;;;;;1050000;202500;;;;
04-01-01;;;750000;;;;;;;;;;;;;;;;;;;1040000;205000;;;;
05-01-01;;;697500;;;;;;;;;;;;;;;;;;;1015000;202500;;;;
08-01-01;;;700000;;;;;;;;;;;;;;;;;;;1025000;202500;;;;
09-01-01;;;700000;;;;;;;;;;;;;;;;;;;1025000;202500;;;;
10-01-01;;;700000;;;;;;;;;;;;;;;;;;;1020000;202500;;;;
11-01-01;;;690000;;;;;;;;;;;;;;;;;;;1020000;202500;;;;
12-01-01;;;657500;;;;;;;;;;;;;;;;;;;1022500;202500;;;;
16-01-01;;;637500;;;;;;;;;;;;;;;;;;;1000000;202500;;;;
17-01-01;;;625000;;;;;;;;;;;;;;;;;;;965000;202500;;;;
18-01-01;;;617500;;;;;;;;;;;;;;;;;;;955000;202500;;;;
19-01-01;;;577500;;;;;;;;;;;;;;;;;;;955000;202500;;;;
22-01-01;;;582500;;;;;;;;;;;;;;;;;;;955000;202500;;;;
23-01-01;;;577500;;;;;;;;;;;;;;;;;;;955000;202500;;;;
24-01-01;;;550000;;;;;;;;;;;;;;;;;;;945000;202500;;;;
25-01-01;;;532500;;;;;;;;;;;;;;;;;;;945000;202500;;;;
26-01-01;;;532500;;;;;;;;;;;;;;;;;;;940000;202500;;;;
29-01-01;;;522500;;;;;;;;;;;;;;;;;;;930000;202500;;;;
30-01-01;;;522500;;;;;;;;;;;;;;;;;;;925000;202500;;;;
31-01-01;;;522500;;;;;;;;;;;;;;;;;;;915000;202500;;;;
01-02-01;;;522500;;;;;;;;;;;;;;;;;;;915000;202500;;;;
02-02-01;;;522500;;;;;;;;;;;;;;;;;;;915000;202500;;;;
05-02-01;;;540000;;;;;;;;;;;;;;;;;;;877500;202500;;;;
06-02-01;;;565000;;;;;;;;;;;;;;;;;;;877500;202500;;;;
07-02-01;;;640000;;;;;;;;;;;;;;;;;;;877500;202500;;;;
08-02-01;;;615000;;;;;;;;;;;;;;;;;;;877500;202500;;;;
09-02-01;;;610000;;;;;;;;;;;;;;;;;;;872500;202500;;;;
12-02-01;;;631474;;;;;;;;;;;;;;;;;;;865042;193500;;;;
13-02-01;;;650000;;;;;;;;;;;;;;;;;;;890000;193500;;;;
14-02-01;;;647500;;;;;;;;;;;;;;;;;;;882500;182500;;;;
15-02-01;;;642500;;;;;;;;;;;;;;;;;;;880000;182500;;;;
16-02-01;;;635000;;;;;;;;;;;;;;;;;;;880000;182500;;;;
20-02-01;;;790000;;;;;;;;;;;;;;;;;;;900000;185000;;;;
21-02-01;;;992500;;;;;;;;;;;;;;;;;;;917461;187500;;;;
22-02-01;;;967500;;;;;;;;;;;;;;;;;;;917461;187500;;;;
23-02-01;;;950000;;;;;;;;;;;;;;;;;;;917461;195000;;;;
26-02-01;;;887500;;;;;;;;;;;;;;;;;;;910461;192500;;;;
27-02-01;;;870000;;;;;;;;;;;;;;;;;;;910461;192500;;;;
28-02-01;;;856000;;;;;;;;;;;;;;;;;;;907961;192500;;;;
01-03-01;;;856000;;;;;;;;;;;;;;;;;;;907961;192500;;;;
02-03-01;;;782500;;;;;;;;;;;;;;;;;;;897961;192500;;;;
05-03-01;;;770000;;;;;;;;;;;;;;;;;;;887036;190000;;;;
06-03-01;;;780000;;;;;;;;;;;;;;;;;;;887036;188500;;;;
07-03-01;;;780000;;;;;;;;;;;;;;;;;;;887036;188500;;;;
08-03-01;;;792500;;;;;;;;;;;;;;;;;;;887036;187500;;;;
09-03-01;;;820000;;;;;;;;;;;;;;;;;;;890000;187500;;;;
12-03-01;;;835000;;;;;;;;;;;;;;;;;;;880000;187500;;;;
13-03-01;;;835000;;;;;;;;;;;;;;;;;;;877500;187500;;;;
14-03-01;;;845000;;;;;;;;;;;;;;;;;;;885000;187500;;;;
15-03-01;;;862500;;;;;;;;;;;;;;;;;;;882500;190000;;;;
16-03-01;;;882500;;;;;;;;;;;;;;;;;;;918500;190000;;;;
19-03-01;;;932500;;;;;;;;;;;;;;;;;;;928874;192500;;;;
20-03-01;;;927500;;;;;;;;;;;;;;;;;;;933874;192500;;;;
21-03-01;;;920000;;;;;;;;;;;;;;;;;;;935413;197500;;;;
22-03-01;;;935000;;;;;;;;;;;;;;;;;;;949875;197500;;;;
23-03-01;;;945000;;;;;;;;;;;;;;;;;;;969875;197500;;;;
26-03-01;;;935000;;;;;;;;;;;;;;;;;;;944875;197500;;;;
27-03-01;;;910000;;;;;;;;;;;;;;;;;;;937375;197500;;;;
28-03-01;;;985000;;;;;;;;;;;;;;;;;;;939875;200000;;;;
29-03-01;;;1072500;;;;;;;;;;;;;;;;;;;957500;202500;;;;
30-03-01;;;1100000;;;;;;;;;;;;;;;;;;;945156;202500;;;;
02-04-01;;;1112500;;;;;;;;;;;;;;;;;;;945156;202500;;;;
03-04-01;;;1170000;;;;;;;;;;;;;;;;;;;947656;202500;;;;
04-04-01;;;1122500;;;;;;;;;;;;;;;;;;;947500;202500;;;;
05-04-01;;;1080000;;;;;;;;;;;;;;;;;;;945000;202500;;;;
06-04-01;;;1040000;;;;;;;;;;;;;;;;;;;955000;202500;;;;
09-04-01;;;1067500;;;;;;;;;;;;;;;;;;;955000;202500;;;;
10-04-01;;;1105000;;;;;;;;;;;;;;;;;;;962500;202500;;;;
11-04-01;;;1105000;;;;;;;;;;;;;;;;;;;947500;202500;;;;
12-04-01;;;1122500;;;;;;;;;;;;;;;;;;;950000;202500;;;;
17-04-01;;;1110000;;;;;;;;;;;;;;;;;;;950000;202500;;;;
18-04-01;;;1070000;;;;;;;;;;;;;;;;;;;930000;202500;;;;
19-04-01;;;1095000;;;;;;;;;;;;;;;;;;;930000;202500;;;;
20-04-01;;;1112500;;;;;;;;;;;;;;;;;;;942500;202500;;;;
23-04-01;;;1122500;;;;;;;;;;;;;;;;;;;962500;202500;;;;
24-04-01;;;1080000;;;;;;;;;;;;;;;;;;;952500;197500;;;;
25-04-01;;;1077500;;;;;;;;;;;;;;;;;;;955000;197500;;;;
26-04-01;;;975000;;;;;;;;;;;;;;;;;;;950000;197500;;;;
27-04-01;;;925000;;;;;;;;;;;;;;;;;;;932500;197500;;;;
30-04-01;;;895000;;;;;;;;;;;;;;;;;;;915000;192500;;;;
01-05-01;;;900000;;;;;;;;;;;;;;;;;;;915000;192500;;;;
02-05-01;;;900000;;;;;;;;;;;;;;;;;;;910000;192500;;;;
03-05-01;;;895000;;;;;;;;;;;;;;;;;;;905000;197500;;;;
04-05-01;;;880000;;;;;;;;;;;;;;;;;;;895000;197500;;;;
08-05-01;;;862500;;;;;;;;;;;;;;;;;;;895000;197500;;;;
09-05-01;;;862500;;;;;;;;;;;;;;;;;;;895000;197500;;;;
10-05-01;;;857500;;;;;;;;;;;;;;;;;;;882500;197500;;;;
11-05-01;;;857500;;;;;;;;;;;;;;;;;;;885000;197500;;;;
14-05-01;;;857500;;;;;;;;;;;;;;;;;;;885000;195000;;;;
15-05-01;;;857500;;;;;;;;;;;;;;;;;;;870000;195000;;;;
16-05-01;;;842500;;;;;;;;;;;;;;;;;;;860000;195000;;;;
17-05-01;;;785000;;;;;;;;;;;;;;;;;;;835000;192500;;;;
18-05-01;;;765000;;;;;;;;;;;;;;;;;;;810000;190000;;;;
21-05-01;;;720000;;;;;;;;;;;;;;;;;;;810000;190000;;;;
22-05-01;;;700000;;;;;;;;;;;;;;;;;;;802500;190000;;;;
23-05-01;;;710000;;;;;;;;;;;;;;;;;;;802500;190000;;;;
24-05-01;;;710000;;;;;;;;;;;;;;;;;;;792500;190000;;;;
25-05-01;;;710000;;;;;;;;;;;;;;;;;;;800000;187500;;;;
29-05-01;;;722500;;;;;;;;;;;;;;;;;;;802500;187500;;;;
30-05-01;;;747500;;;;;;;;;;;;;;;;;;;805000;187500;;;;
31-05-01;;;772500;;;;;;;;;;;;;;;;;;;805000;187500;;;;
01-06-01;;;762500;;;;;;;;;;;;;;;;;;;792500;187500;;;;
04-06-01;;;737500;;;;;;;;;;;;;;;;;;;765000;187500;;;;
05-06-01;;;742500;;;;;;;;;;;;;;;;;;;745000;187500;;;;
06-06-01;;;747500;;;;;;;;;;;;;;;;;;;735000;187500;;;;
07-06-01;;;740000;;;;;;;;;;;;;;;;;;;727500;187500;;;;
08-06-01;;;730000;;;;;;;;;;;;;;;;;;;682500;182500;;;;
11-06-01;;;752500;;;;;;;;;;;;;;;;;;;657500;182500;;;;
12-06-01;;;750000;;;;;;;;;;;;;;;;;;;665000;185000;;;;
13-06-01;;;742500;;;;;;;;;;;;;;;;;;;680000;185000;;;;
14-06-01;;;742500;;;;;;;;;;;;;;;;;;;682500;185000;;;;
15-06-01;;;747500;;;;;;;;;;;;;;;;;;;705000;185000;;;;
18-06-01;;;765000;;;;;;;;;;;;;;;;;;;722500;185000;;;;
19-06-01;;;767500;;;;;;;;;;;;;;;;;;;725000;187500;;;;
20-06-01;;;785000;;;;;;;;;;;;;;;;;;;715000;187500;;;;
21-06-01;;;795000;;;;;;;;;;;;;;;;;;;700000;185000;;;;
22-06-01;;;795000;;;;;;;;;;;;;;;;;;;695000;185000;;;;
25-06-01;;;800000;;;;;;;;;;;;;;;;;;;680000;185000;;;;
26-06-01;;;797500;;;;;;;;;;;;;;;;;;;677500;182500;;;;
27-06-01;;;792500;;;;;;;;;;;;;;;;;;;680000;183500;;;;
28-06-01;;;797500;;;;;;;;;;;;;;;;;;;685000;181000;;;;
29-06-01;;;795000;;;;;;;;;;;;;;;;;;;702500;182500;;;;
02-07-01;;;800250;;;;;;;;;;;;;;;;;;;700000;185000;;;;
03-07-01;;;802500;;;;;;;;;;;;;;;;;;;697500;187500;;;;
05-07-01;;;810000;;;;;;;;;;;;;;;;;;;707500;188500;;;;
06-07-01;;;892500;;;;;;;;;;;;;;;;;;;715000;193500;;;;
09-07-01;;;910000;;;;;;;;;;;;;;;;;;;722500;192500;;;;
10-07-01;;;930000;;;;;;;;;;;;;;;;;;;720000;195000;;;;
11-07-01;;;1017500;;;;;;;;;;;;;;;;;;;795000;200000;;;;
12-07-01;;;1102500;;;;;;;;;;;;;;;;;;;895000;210000;;;;
13-07-01;;;1085000;;;;;;;;;;;;;;;;;;;885000;210000;;;;
16-07-01;;;1100000;;;;;;;;;;;;;;;;;;;875000;210000;;;;
17-07-01;;;1190000;;;;;;;;;;;;;;;;;;;830000;207500;;;;
18-07-01;;;1162500;;;;;;;;;;;;;;;;;;;827500;205000;;;;
19-07-01;;;1190000;;;;;;;;;;;;;;;;;;;847500;202500;;;;
20-07-01;;;1152500;;;;;;;;;;;;;;;;;;;822500;200000;;;;
23-07-01;;;1137500;;;;;;;;;;;;;;;;;;;810000;195000;;;;
24-07-01;;;1115000;;;;;;;;;;;;;;;;;;;795000;192500;;;;
25-07-01;;;1115000;;;;;;;;;;;;;;;;;;;810000;190000;;;;
26-07-01;;;1110000;;;;;;;;;;;;;;;;;;;805000;190000;;;;
27-07-01;;;1122500;;;;;;;;;;;;;;;;;;;827500;190000;;;;
30-07-01;;;1100000;;;;;;;;;;;;;;;;;;;807500;185000;;;;
31-07-01;;;1112500;;;;;;;;;;;;;;;;;;;815000;185000;;;;
01-08-01;;;1112500;;;;;;;;;;;;;;;;;;;820000;185000;;;;
02-08-01;;;1105000;;;;;;;;;;;;;;;;;;;812500;185000;;;;
03-08-01;;;1085000;;;;;;;;;;;;;;;;;;;800000;182500;;;;
06-08-01;;;1047500;;;;;;;;;;;;;;;;;;;790000;182500;;;;
07-08-01;;;1007500;;;;;;;;;;;;;;;;;;;777500;180000;;;;
08-08-01;;;967500;;;;;;;;;;;;;;;;;;;762500;180000;;;;
09-08-01;;;987500;;;;;;;;;;;;;;;;;;;762500;180000;;;;
10-08-01;;;1012500;;;;;;;;;;;;;;;;;;;785000;182500;;;;
13-08-01;;;1025000;;;;;;;;;;;;;;;;;;;802500;185000;;;;
14-08-01;;;1062500;;;;;;;;;;;;;;;;;;;805000;185000;;;;
15-08-01;;;1075000;;;;;;;;;;;;;;;;;;;792500;185000;;;;
16-08-01;;;1052500;;;;;;;;;;;;;;;;;;;775000;185000;;;;
17-08-01;;;1065000;;;;;;;;;;;;;;;;;;;765000;185000;;;;
20-08-01;;;1075000;;;;;;;;;;;;;;;;;;;792500;185000;;;;
21-08-01;;;1055000;;;;;;;;;;;;;;;;;;;777500;185000;;;;
22-08-01;;;1027500;;;;;;;;;;;;;;;;;;;752500;185000;;;;
23-08-01;;;1007500;;;;;;;;;;;;;;;;;;;740000;185000;;;;
24-08-01;;;1002500;;;;;;;;;;;;;;;;;;;737500;185000;;;;
28-08-01;;;955000;;;;;;;;;;;;;;;;;;;720000;185000;;;;
29-08-01;;;912500;;;;;;;;;;;;;;;;;;;705000;185000;;;;
30-08-01;;;917500;;;;;;;;;;;;;;;;;;;692500;185000;;;;
31-08-01;;;920000;;;;;;;;;;;;;;;;;;;697500;185000;;;;
04-09-01;;;920000;;;;;;;;;;;;;;;;;;;675000;185000;;;;
05-09-01;;;905000;;;;;;;;;;;;;;;;;;;670000;185000;;;;
06-09-01;;;902500;;;;;;;;;;;;;;;;;;;667500;185000;;;;
07-09-01;;;907500;;;;;;;;;;;;;;;;;;;680000;185000;;;;
10-09-01;;;910000;;;;;;;;;;;;;;;;;;;685000;182500;;;;
13-09-01;;;965000;;;;;;;;;;;;;;;;;;;720000;187500;;;;
14-09-01;;;975000;;;;;;;;;;;;;;;;;;;742500;187500;;;;
17-09-01;;;987500;;;;;;;;;;;;;;;;;;;740000;190000;;;;
18-09-01;;;1017500;;;;;;;;;;;;;;;;;;;745000;190000;;;;
19-09-01;;;1000000;;;;;;;;;;;;;;;;;;;732500;192500;;;;
20-09-01;;;1005000;;;;;;;;;;;;;;;;;;;755000;192500;;;;
21-09-01;;;1025000;;;;;;;;;;;;;;;;;;;800000;192500;;;;
24-09-01;;;1007500;;;;;;;;;;;;;;;;;;;782500;192500;;;;
25-09-01;;;1005000;;;;;;;;;;;;;;;;;;;800000;192500;;;;
26-09-01;;;1012500;;;;;;;;;;;;;;;;;;;812500;202500;;;;
27-09-01;;;1007500;;;;;;;;;;;;;;;;;;;830000;202500;;;;
28-09-01;;;982500;;;;;;;;;;;;;;;;;;;812500;197500;;;;
01-10-01;;;962500;;;;;;;;;;;;;;;;;;;817500;197500;;;;
02-10-01;;;967500;;;;;;;;;;;;;;;;;;;825000;197500;;;;
03-10-01;;;967500;;;;;;;;;;;;;;;;;;;830000;197500;;;;
04-10-01;;;967500;;;;;;;;;;;;;;;;;;;827500;197500;;;;
05-10-01;;;1005000;;;;;;;;;;;;;;;;;;;842500;200000;;;;
09-10-01;;;997500;;;;;;;;;;;;;;;;;;;827500;197500;;;;
10-10-01;;;982500;;;;;;;;;;;;;;;;;;;817500;197500;;;;
11-10-01;;;960000;;;;;;;;;;;;;;;;;;;800000;195000;;;;
12-10-01;1117500;;962500;;;;;;;;;;;;;;;330000;;;;813333;192500;;;;
15-10-01;;;942500;;;;;;;;;;;;;;;;;;;795000;195000;;;;
16-10-01;1065000;;927500;;;;;;;;;;;;;;;317500;;;;796667;196667;;;;
17-10-01;1065000;;925000;;;;;;;;;;;;;;;306250;;;;758333;198333;;;;
18-10-01;1075000;;935000;;;;;;;;;;;;;;;305000;;;;768333;198333;;;;
19-10-01;;;935000;;;;;;;;;;;;;;;;;;;777500;197500;;;;
22-10-01;1050000;;910000;;;;;180000;;;;;;;;;;300000;;;;751667;198333;;;;
23-10-01;1050000;;907500;;;;;;;;;;;;;;;295000;;;;766667;198333;;;;
24-10-01;1060000;;907500;;;;;;;;;;;;;;;297500;;;;765000;196667;;;;
25-10-01;1060000;;912500;;;;;;;;;;;;;;;300000;;;;768333;191667;;;;
26-10-01;1070000;;905000;;;;;;;;;;;;;;;301250;;;;773333;191667;;;;
29-10-01;1117500;;920000;;;;;;;;;;;;;;;308750;;;;808333;191667;;;;
30-10-01;1107500;;925000;;;;;;;;;;;;;;;313750;;;;811667;191667;;;;
31-10-01;1100000;;917500;;;;;;;;;;;;;;;311250;;;;803333;195833;;;;
01-11-01;1110000;;917500;;;;;;;;;;;;;;;316250;;;;786667;195000;;;;
02-11-01;;;922500;;;;;;;;;;;;;;;;;;;802500;197500;;;;
05-11-01;1072500;;915000;;;;;190000;;;;;;;;;;311250;;;;790000;193333;;;;
06-11-01;;;877500;;;;;190000;;;;;;;;;;313750;;;;768333;193333;;;;
07-11-01;;;847500;;;;;190000;;;;;;;;;;311250;;;;765000;188333;;;;
08-11-01;;;835000;;;;;190000;;;;;;;;;;305000;;;;766667;189167;;;;
09-11-01;;;835000;;;;;190000;;;;;;;;;;305000;;;;755000;189167;;;;
13-11-01;;;805000;;;;;;;;;;;;;;;;;;;692500;200000;;;;
14-11-01;;;790000;;;;;;;;;;;;;;;;;;;680000;197500;;;;
15-11-01;977500;;757500;;;;;175000;;;;;;;;;;280000;;;;690000;189167;;;;
16-11-01;965000;;757500;;;;;175000;;;;;;;;;;257500;;;;710000;190000;;;;
19-11-01;857500;;750000;;;;;;;;;;;;;;;245000;;;;648333;178333;;;;
20-11-01;862500;;747500;;;;;;;;;;;;;;;240000;;;;635000;178333;;;;
21-11-01;887500;;752500;;;;;162500;;;;;;;;;;257500;;;;666667;189167;;;;
23-11-01;;;745000;;;;;;;;;;;;;;;;;;;657500;197500;;;;
26-11-01;847500;;737500;;;;;162500;;;;;;;;;;250000;;;;650833;189167;;;;
27-11-01;852500;;730000;;;;;162500;;;;;;;;;;247500;;;;635833;187500;;;;
28-11-01;882500;;752500;;;;;162500;;;;;;;;;;256250;;;;641667;185833;;;;
29-11-01;935000;;737500;;;;;162500;;;;;;;;;;266250;;;;626667;184167;;;;
30-11-01;;;735000;;;;;;;;;;;;;;;;;;;640000;187500;;;;
03-12-01;902500;;737500;;;;;162500;;;;;;;;;;265000;;;;621667;182500;;;;
04-12-01;870000;;727500;;;;;162500;;;;;;;;;;250000;;;;607500;182500;;;;
05-12-01;855000;;702500;;;;;162500;;;;;;;;;;240000;;;;581667;182500;;;;
06-12-01;857500;;695000;;;;;162500;;;;;;;;;;242500;;;;575833;186667;;;;
07-12-01;852500;;697500;;;;;162500;;;;;;;;;;230000;;;;574167;186667;;;;
10-12-01;;;692500;;;;;;;;;;;;;;;;;;;572500;190000;;;;
11-12-01;827500;;682500;;;;;162500;;;;;;;;;;232500;;;;564167;186667;;;;
12-12-01;822500;;677500;;;;;162500;;;;;;;;;;232500;;;;559167;186667;;;;
13-12-01;820000;;682500;;;;;162500;;;;;;;;;;232500;;;;571667;186667;;;;
14-12-01;820000;;685000;;;;;162500;;;;;;;;;;230000;;;;578333;186667;;;;
17-12-01;807500;;680000;;;;;162500;;;;;;;;;;202500;;;;571667;186667;;;;
18-12-01;832500;;662500;;;;;162500;;;;;;;;;;205000;;;;571667;193333;;;;
19-12-01;837500;;662500;;;;;162500;;;;;;;;;;212500;;;;568333;198333;;;;
20-12-01;862500;;662500;;;;;162500;;;;;;;;;;212500;;;;570000;200000;;;;
21-12-01;;;662500;;;;;;;;;;;;;;;;;;;557500;202500;;;;
24-12-01;;;662500;;;;;;;;;;;;;;;;;;;557500;202500;;;;
27-12-01;;;657500;;;;;;;;;;;;;;;;;;;552500;202500;;;;
28-12-01;;;662500;;;;;;;;;;;;;;;;;;;557500;202500;;;;
31-12-01;;;662500;;;;;;;;;;;;;;;;;;;545000;202500;;;;
02-01-02;;;657500;;;;;;;;;;;;;;;;;;;515000;202500;;;;
03-01-02;781250;;637500;;;;;162500;;;;;;;;;;205000;;;;486667;206667;;;;
04-01-02;;;615000;;;;;;;;;;;;;;;;;;;472500;202500;;;;
07-01-02;;;612500;;;;;;;;;;;;;;;;;;;470000;202500;;;;
08-01-02;;;607500;;;;;;;;;;;;;;;;;;;482500;202500;;;;
09-01-02;;;622500;;;;;;;;;;;;;;;;;;;482500;202500;;;;
10-01-02;;;625000;;;;;;;;;;;;;;;;;;;495000;200000;;;;
11-01-02;;;630000;;;;;;;;;;;;;;;;;;;497500;200000;;;;
14-01-02;831250;;635000;;;;;162500;;;;;;;;;;225000;;;;513333;195833;;;;
15-01-02;835000;;647500;;;;;162500;;;;;;;;;;222500;;;;528333;195000;;;;
16-01-02;840000;;662500;;;;;162500;;;;;;;;;;222500;;;;535000;196667;;;;
17-01-02;830000;;645000;;;;;162500;;;;;;;;;;217500;;;;520000;198333;;;;
18-01-02;822500;;647500;;;;;162500;;;;;;;;;;215000;;;;520000;201667;;;;
21-01-02;;;;;;;;;;;;;;;;;;;;;;522500;;;;;
22-01-02;812500;;635000;;;;;162500;;;;;;;;;;210000;;;;496667;198333;;;;
23-01-02;797500;;647500;;;;;162500;;;;;;;;;;205000;;;;495000;198333;;;;
24-01-02;800000;;645000;;;;;162500;;;;;;;;;;205000;;;;488333;200000;;;;
25-01-02;;;650000;;;;;;;;;;;;;;;;;;;490000;202500;;;;
28-01-02;805000;;647500;;;;;162500;;;;;;;;;;202500;;;;493333;200000;;;;
29-01-02;817500;;640000;;;;;165000;;;;;;;;;;207500;;;;496667;200000;;;;
30-01-02;827500;;647500;;;;;165000;;;;;;;;;;212500;;;;511667;200000;;;;
31-01-02;850000;;640000;;;;;165000;;;;;;;;;;217500;;;;503333;200000;;;;
01-02-02;868750;;635000;;;;;165000;;;;;;;;;;215000;;;;496667;200000;;;;
04-02-02;876250;;637500;;;;;165000;;;;;;;;;;215000;;;;501667;203333;;;;
05-02-02;873750;;630000;;;;;165000;;;;;;;;;;210000;;;;493333;205000;;;;
06-02-02;873750;;627500;;;;;165000;;;;;;;;;;207500;;;;483333;208333;;;;
07-02-02;881250;;635000;;;;;165000;;;;;;;;;;209000;;;;481667;208333;;;;
08-02-02;877500;;645000;;;;;165000;;;;;;;;;;206500;;;;481667;213333;;;;
11-02-02;872500;;647500;;;;;165000;;;;;;;;;;207500;;;;476667;213333;;;;
12-02-02;862500;;642500;;;;;165000;;;;;;;;;;203500;;;;469333;211667;;;;
13-02-02;815000;;632500;;;;;165000;;;;;;;;;;200000;;;;450833;210000;;;;
14-02-02;815000;;632500;;;;;165000;;;;;;;;;;200000;;;;451833;211000;;;;
15-02-02;820000;;635000;;;;;165000;;;;;;;;;;200000;;;;454333;210333;;;;
19-02-02;815000;;637500;;;;;165000;;;;;;;;;;200000;;;;453500;210000;;;;
