Data;BRAZIL CDS USD SR 5Y D14 Corp  (R1);INDON CDS USD SR 5Y D14 Corp  (R2);TURKEY CDS USD SR 5Y D14 Corp  (R2);COLOM CDS USD SR 5Y D14 Corp  (R2);PERU CDS USD SR 5Y D14 Corp  (R2);HUNGARY CDS USD SR 5Y D14 Corp  (R1);KOREA CDS USD SR 5Y D14 Corp  (L1);MALAYS CDS USD SR 5Y D14 Corp  (R2);PHILIP CDS USD SR 5Y D14 Corp  (R2);ARGENT CDS USD SR 5Y D14 Corp  (L2);BGARIA CDS USD SR 5Y D14 Corp  (R2);CROATB CDS USD SR 5Y D14 Corp  (R1);CZECH CDS USD SR 5Y D14 Corp  (L1);GREECE CDS USD SR 5Y D14 Corp  (L2);ICELND CDS USD SR 5Y D14 Corp  (R2);INDIA CDS USD SR 5Y D14 Corp  (R1);IRELND CDS USD SR 5Y D14 Corp  (R2);MEX CDS USD SR 5Y D14 Corp  (R2);CHILE CDS USD SR 5Y D14 Corp  (R2);MOROC CDS USD SR 5Y D14 Corp  (R2);POLAND CDS USD SR 5Y D14 Corp  (L1);RUSSIA CDS USD SR 5Y D14 Corp  (R1);REPSOU CDS USD SR 5Y D14 Corp  (R1);SLOVEN CDS USD SR 5Y D14 Corp  (R1);THAI CDS USD SR 5Y D14 Corp  (R2);BTUN CDS USD SR 5Y D14 Corp  (R1);VIETNM CDS USD SR 5Y D14 Corp  (R2)
08-02-10;157700;216716;216464;182640;157340;271000;121673;118275;210167;1096511;278970;264470;107390;420000;621475;;177500;161077;83641;119400;163230;214024;187550;82477;123141;120000;271080
09-02-10;145809;224275;208214;173295;147026;262230;118310;121424;215002;1090603;276440;262030;103430;365660;621595;;154110;150125;79000;131970;158670;204172;176453;81471;123298;125520;274570
10-02-10;141175;212470;201964;168723;142207;255530;114853;113113;199654;1076446;265000;255280;96140;352500;611680;;153000;142336;74496;126605;142990;192710;163359;80633;117180;121330;265100
11-02-10;136628;207046;196092;163326;138439;247410;110637;110636;196877;1053769;256370;246780;96520;350420;611680;;149170;137342;73153;125400;140660;191234;164854;79834;116304;117640;271770
12-02-10;139654;205472;202214;167100;141475;253130;110965;108664;197613;1074917;263100;251970;99920;350610;586935;;155500;140684;76200;126300;145440;200135;170622;80971;118420;120910;277440
15-02-10;139333;202945;204070;167107;141335;255530;110952;102036;197605;1074902;262170;251750;99840;350000;592395;;158660;139868;75655;126300;146330;200608;171805;80302;118422;120910;277470
16-02-10;135279;204864;201336;162811;136951;254460;113673;102036;188678;1092826;267130;250870;100320;352040;585750;;156690;135228;73620;119720;146170;196349;171158;80835;113347;117610;276100
17-02-10;136667;203356;196599;163645;137716;250460;110577;106046;189292;1113042;265990;246130;96060;348330;573055;;151500;135945;77296;114795;141750;192677;166436;79477;116403;115000;273550
18-02-10;134923;207018;197080;162735;136631;247020;108982;108826;187955;1115061;263870;246320;94610;355000;566920;;150480;133272;74491;118185;138960;190857;164363;79835;116355;115000;275850
19-02-10;131427;197960;192482;159233;133818;239870;107726;106030;187798;1110285;260300;240670;93350;348250;524170;;147550;131112;76656;118485;134130;186123;160126;78803;113883;119130;277580
22-02-10;129822;192872;195030;156691;130874;233950;104282;101905;192402;1108815;255000;235250;92680;353760;524255;;144520;128210;74137;116760;131220;184036;157414;77797;113237;115000;275990
23-02-10;134016;192346;198017;161206;134956;236210;104883;101547;188636;1196298;256100;236590;92790;369670;514235;;147500;130431;74980;114795;132570;185685;159008;77791;111923;115000;275800
24-02-10;132730;194104;199937;159894;133840;235240;105028;102356;194232;1199299;257380;243830;92820;382800;514235;;152100;128938;75876;114795;133870;184225;158625;77961;115670;115000;278780
25-02-10;131367;195995;202140;158633;132482;238860;108814;104796;191749;1175926;260000;244920;93310;397000;516600;;151670;127439;75099;119225;134720;184150;162694;78791;118553;113290;275310
26-02-10;130157;188907;192040;156992;131644;231260;107227;104220;187093;1150630;244670;231800;90270;360690;524255;;144000;126838;74183;116500;128600;177587;154594;79301;118543;108860;273670
01-03-10;127398;178338;185159;153549;127649;227170;102545;99380;184500;1077952;237880;226540;88440;337870;476580;;139630;122825;74654;113600;124560;169870;148897;76168;115809;110000;269000
02-03-10;127384;179692;180262;152739;128557;216970;101903;97527;181648;1076431;230590;222850;86990;317670;466090;;127140;123430;74541;110900;120770;165846;144197;76298;115643;110000;268020
03-03-10;127054;176949;176580;153022;128374;212420;97460;96159;180592;1079405;220000;218170;82480;293380;455525;;123500;119321;76732;109865;118220;160597;140838;73966;118313;110000;269740
04-03-10;125580;173448;177576;151150;126760;212000;96479;94075;175438;1067897;218180;215580;82530;305480;450600;;124500;118650;78477;109870;114470;159033;141046;72130;115869;109610;267430
05-03-10;122201;168521;168533;146178;123808;204780;86026;90532;174280;1033294;211760;208330;80030;295060;450600;;123120;115913;77153;109870;112120;150903;134172;71122;110473;110000;258070
08-03-10;116909;161250;162496;141751;117555;197560;80496;80207;170701;1037350;205000;202860;76950;279880;446690;;119150;110295;73538;104930;108760;144639;131786;68472;103603;105000;235000
09-03-10;115901;167845;163110;140102;117283;195140;82479;82479;169016;1044085;200940;199420;74600;287880;441955;;119250;110810;73221;104930;108810;141245;132078;68113;104292;105000;242650
10-03-10;116249;159554;158776;140414;116487;187170;76987;72879;162984;1015942;195000;191310;69110;283370;436930;;117160;107940;72718;108740;99730;135827;127790;59659;98451;106250;233140
11-03-10;115311;159089;159738;137759;116113;185720;77299;79249;167460;1029133;190000;188090;68380;300730;433710;;117780;106119;73844;107155;97590;134381;127555;62115;100540;107500;230240
12-03-10;116159;155823;159121;137957;116399;181220;75328;77732;162279;1006289;185000;183240;63570;291010;417295;;114760;107206;76427;104930;95540;131260;122712;48751;101973;105000;250810
15-03-10;118008;158635;162573;140355;118673;181590;76685;73716;162444;1003381;185000;183250;59790;293680;416055;;114710;108739;75117;104930;94650;134182;125159;49426;104014;103730;250720
16-03-10;116474;158298;159315;139015;117289;179640;75337;74249;162332;982715;185020;184140;59570;289950;411110;;116590;106906;79525;104930;90130;132285;123853;48834;102983;101300;250130
17-03-10;114430;154475;154450;136417;115298;174740;74117;68495;159412;952198;175000;174960;56130;286500;404170;;115870;105398;79190;104190;85330;129120;119219;49912;101055;104350;246920
18-03-10;115724;154044;160559;136114;115009;174840;74649;70774;158042;923592;175140;175190;59210;315000;411110;;124500;105074;78500;104300;87950;130919;124400;48168;99630;105000;245000
19-03-10;119548;154029;163644;139469;118390;182130;75950;73508;162406;918572;178860;178910;61600;329200;416055;;133150;108390;77998;104930;93120;134260;128080;48834;101153;105830;248080
22-03-10;124626;168267;167196;143984;122569;186070;83415;84333;172613;894520;186740;184990;66430;338130;416065;;134500;113649;79730;104900;95980;137496;130273;51834;108157;110000;259500
23-03-10;124140;163323;165258;144250;122034;179330;77666;79308;169624;890580;186710;183060;64760;319500;416065;;129670;111616;79340;109855;94580;135135;126399;52500;102344;105080;253010
24-03-10;127413;160154;166343;147567;125037;181160;77826;76940;169142;901442;188670;185520;68560;320000;416155;;130870;114422;79719;109855;96540;137420;127859;53501;101485;110000;248350
25-03-10;128584;158979;167338;148432;126007;179170;78047;78271;164725;897174;189880;187880;68200;307210;416200;;129600;115551;84543;109900;93400;137469;127641;56254;101403;110000;254190
26-03-10;132183;159837;170500;152371;130092;180320;82262;77769;159676;903903;190380;187760;67720;293780;416700;;128000;116434;79719;110800;93580;141114;128347;55834;105788;110020;253590
29-03-10;131802;159531;169969;152336;128863;179860;84333;77385;168745;897183;191020;187560;68220;318050;381525;;135000;116564;81159;112000;94630;140391;132394;55500;100856;105000;255000
30-03-10;130186;158191;171309;149532;127522;182230;79194;78217;168118;898242;195000;189740;68730;331160;411525;;142500;115236;81839;109800;96390;142668;134249;55926;98588;105000;252550
31-03-10;130536;162650;173935;150096;127834;184170;79893;79597;171160;904610;196590;192480;71690;341250;411505;;146580;116229;82861;104930;97440;144479;135743;57254;99799;103350;257000
01-04-10;125677;161653;170666;146488;123809;180070;79386;78308;166094;884977;190000;185880;69900;345600;401705;;146690;113127;82482;101700;94940;139422;132986;55501;100011;105000;257320
02-04-10;125670;;170380;145439;124475;180050;79386;78308;171118;887549;190650;186790;72060;345000;401700;;146500;112967;85891;101700;97850;139749;132980;;99754;105010;256900
05-04-10;115460;161922;169852;139654;116715;177700;78819;77110;174447;843321;188160;184350;72740;340610;396600;;142960;107401;86188;100400;98820;139188;132452;;95140;103680;252000
06-04-10;121774;174667;163378;140903;119424;175370;78052;76256;174039;853338;186260;183320;66550;390140;402780;;152500;109805;84671;98500;92330;131799;126511;50698;98283;105000;251560
07-04-10;125782;162485;163820;142795;122844;176260;78468;77201;168924;877346;190810;189240;66550;409680;401695;;160120;113916;84843;100100;94130;131720;127341;49931;101427;105000;263720
08-04-10;124950;166872;168673;142186;122268;183120;81473;81696;171610;892503;205000;197850;70940;434160;414035;;165830;113464;84498;107890;94420;134943;129904;55918;105350;108000;266670
09-04-10;125151;158899;164337;140333;119912;180310;81548;81696;169284;874795;201810;196830;69510;414690;411555;;154250;113210;85229;104935;92850;131135;125776;52941;106270;105000;260420
12-04-10;121102;158730;160461;136464;118641;171840;80246;74855;165950;847982;195000;189020;65660;361250;381935;;148370;109285;82459;104925;88690;127712;122231;52424;107647;105000;260000
13-04-10;119274;154429;163488;134575;115561;170620;79562;75068;160283;843296;195350;185570;65250;375000;378625;;143120;106652;84685;104925;88540;129895;121668;49239;108868;104160;257210
14-04-10;116167;151220;160366;131333;113486;167260;75119;73932;157868;835000;193080;183110;63760;426240;381935;;149390;104338;83736;103940;87600;124098;118554;48758;105366;102580;243050
15-04-10;110012;151467;163067;124617;106798;169550;74261;74069;157975;819170;197240;187200;65750;408750;377895;;146580;99013;76571;104190;88720;124024;120387;48086;105864;102710;242430
16-04-10;114497;152031;167200;130477;111006;175070;75613;74069;161764;844199;197560;188740;66310;433160;381935;;148940;103655;78152;103450;89980;129545;125563;49002;108769;102500;246840
19-04-10;114423;157193;169781;130337;111486;175660;79385;83168;168592;841115;205620;197040;72100;452830;381935;;149000;103374;78980;104930;93650;132205;127629;49434;113519;103000;252590
20-04-10;111232;156392;167097;127625;108174;169030;76962;78399;161558;830589;204340;194300;71310;459160;381935;;142410;100761;78358;107395;93310;127407;123789;49756;111149;104390;247760
21-04-10;112955;154610;171147;129124;110277;176070;77695;77761;159666;842172;209130;200120;72730;479480;373710;;149920;102884;81788;109860;97910;132973;127508;52255;114290;105000;244590
22-04-10;115944;158294;178031;132891;113593;188560;78484;84041;163880;854838;226000;216460;78790;621650;373725;;175000;106559;82326;108180;106840;143808;133484;58334;116004;104950;251460
23-04-10;116219;155309;174566;133296;113642;184990;82299;82355;162854;841602;225000;209300;76180;591660;370100;;184000;108156;81450;109120;104110;143540;131889;57782;121029;105000;250000
26-04-10;117852;155117;172611;136360;115062;188190;83355;88940;158617;824915;226220;210260;78230;677170;392400;;203750;110619;82105;110110;105910;144178;132772;58099;117332;105000;247670
27-04-10;129260;166355;187237;148701;126500;215770;88999;87061;172853;858406;241130;226140;88310;775830;425100;;248990;121692;86864;109865;126360;158209;141333;66621;136784;105840;256250
28-04-10;124536;172533;186131;145515;122089;209090;92163;91737;176536;848393;244650;223270;83410;704150;402700;;218750;117896;82617;110600;117550;162713;146362;68002;138417;108250;255400
29-04-10;120633;162581;173427;141750;119054;192570;86804;87466;170877;846166;215830;206350;76730;634370;377400;;194330;115366;83527;112325;104050;148174;133780;61792;131928;112500;247500
30-04-10;123683;162101;170728;146150;121508;193620;88292;82994;169671;850422;214610;205070;75450;685840;376400;;193960;115128;84249;112325;104300;144365;131182;62104;131846;107500;249140
03-05-10;118729;172159;171107;141810;117265;192960;90520;84556;174339;825281;215200;203370;76020;617390;375400;;177420;111394;83433;111800;103790;145104;131904;61001;133402;107010;248300
04-05-10;130031;175004;182772;154229;127634;210270;94475;89994;171011;877573;225000;215840;80860;716660;399000;;221490;124993;84033;118800;119050;162049;143458;66335;122310;110000;254930
05-05-10;134950;185363;191413;162232;132723;231340;100721;95253;182287;929591;246500;231700;91830;798550;332215;;237910;131523;86235;116760;133950;177215;155071;74211;129299;115000;262330
06-05-10;154065;206288;215172;182712;152552;278270;110640;99331;195414;1045685;305820;290320;108560;890830;332210;;272500;152514;87971;123640;168160;206556;177053;87180;131667;115000;272500
07-05-10;152679;217809;225044;182283;152290;286990;127269;109420;203606;1026966;301520;288580;112150;888950;342700;;263240;152352;94932;127500;173030;219476;192362;88815;138797;118690;276670
10-05-10;128138;174491;177666;155245;126634;223310;97245;86769;163738;912055;239310;230000;83710;575000;271100;;181490;126647;87224;100900;126890;164471;146600;74462;114575;93640;246610
11-05-10;127146;174415;176409;153801;126658;221340;99843;89722;166678;910848;238740;229090;86940;517580;271600;;172510;125729;89595;124620;124440;164225;149512;73215;118679;115000;247960
12-05-10;118219;168818;165695;142012;116455;205970;96904;86308;160821;900810;210320;197480;75410;488360;248700;;160000;115670;87978;122165;112360;148806;140994;67711;117484;115000;245000
13-05-10;121115;162925;167414;146031;119600;204610;93998;86333;157856;895526;210620;202260;76210;516860;252600;;170000;119158;88236;119705;109000;146752;141354;67445;128087;110000;245000
14-05-10;131257;173210;178862;157125;130264;220660;102409;93083;166390;931453;229300;223070;83180;594990;276700;;197250;128227;89535;115185;124180;163217;151802;70765;144798;115000;253000
17-05-10;134015;176116;182886;158195;131567;230370;113718;101849;172811;949313;233830;225850;85860;637500;283600;;213940;130960;91906;119705;130810;168573;153828;71448;162959;115000;255320
18-05-10;143544;177312;175952;169879;141452;225410;108790;97023;171140;999871;225920;216940;85570;603740;340010;;204550;141421;95805;119705;128840;162497;152098;71444;148154;115000;253620
19-05-10;142500;185365;193055;170833;142167;240280;119860;105469;177026;1066644;242070;229460;90910;671630;339545;;211660;141278;100556;124900;139110;178078;168943;78801;144473;115000;261160
20-05-10;154212;192131;204964;186157;154103;257710;133321;110202;187393;1261771;260260;249690;99900;715000;366900;;230490;154271;111068;134400;159510;201002;180871;78469;160330;124500;265500
21-05-10;148021;199834;194145;179647;148951;255410;135372;112950;184361;1319301;262440;242520;102910;697490;369200;;228430;149827;110461;135200;157135;200730;184659;90483;154760;125210;272610
24-05-10;147040;202589;185550;179331;146054;253370;141974;114447;184917;1301174;255000;232310;97975;677500;353700;;234370;146177;106210;129500;158835;187237;174583;86483;154352;119910;274900
25-05-10;147970;231426;204277;183263;148867;271275;166850;135485;197119;1363830;277600;258155;106355;684990;341375;;255000;149865;112249;142200;173030;207204;192836;90159;168449;140700;286780
26-05-10;141549;201651;185193;173379;140693;251740;153044;114637;181774;1325847;260000;242205;99720;671660;342120;;245000;140186;103053;132200;158290;187323;182734;85989;154762;130580;265790
27-05-10;134820;181617;176071;162864;132495;240295;132145;101653;167725;1221318;247540;233260;94945;668010;318700;;246250;132387;102281;123100;139725;171004;160687;80000;137835;121520;250000
28-05-10;136024;178413;175673;162733;133934;241630;137793;100268;167287;1205509;250570;231980;94310;650900;318400;;232500;136605;104857;122900;138425;173545;165850;82706;136297;121320;251230
31-05-10;135833;178733;173944;163430;135208;241630;134709;102143;169680;1212279;250520;232050;93200;645960;318400;;232490;133561;103442;122900;136840;172203;161633;;134893;121320;251610
01-06-10;138000;195768;183300;162625;137500;252660;147554;108322;176773;1228005;260740;242860;97860;700550;334600;;260000;134870;102960;129100;145665;183757;168432;79474;147795;127930;263020
02-06-10;135165;188961;183089;158875;133992;259410;142024;107970;172292;1145160;275000;252745;97795;725000;334400;;265000;130871;99627;129555;146460;183432;171545;78002;137085;125000;251040
03-06-10;134210;179540;184865;158585;132745;307715;134971;98937;165000;1125450;289990;270955;102755;713010;339100;;263960;131191;100136;127005;161155;183034;170026;78964;133737;122400;247530
04-06-10;146167;181823;202166;169301;145751;410250;134494;99256;168405;1171833;346000;309195;119805;747470;371600;;285000;144511;105073;139500;183415;200612;188190;97166;132172;134670;250470
07-06-10;149669;188934;202315;171811;147414;377875;144826;105522;176333;1206533;350270;313815;124510;758560;346965;;279160;145979;106302;141600;177990;203430;188212;101835;139209;136800;258750
08-06-10;149917;190245;206581;172665;147435;375585;144007;112697;175520;1187726;384240;339060;127460;776780;346980;;284670;148707;105336;143100;183065;206228;195717;93500;138451;138320;255770
09-06-10;146466;196031;197330;166652;144232;340215;144787;113022;179200;1160698;369040;324150;114140;744480;347050;;254330;143305;107214;132000;168470;195936;189095;93501;139333;127410;282530
10-06-10;141539;193138;188743;162121;139687;318265;142990;111808;180667;1109884;348730;314080;105360;713230;337050;;234110;138734;102880;126800;153795;188057;180762;92240;140667;122220;277410
11-06-10;141808;190106;187226;163098;140772;318255;140630;110484;175352;1109934;345000;301740;104835;716900;327800;;231180;140502;105304;124600;143170;188278;175309;90150;139096;120090;272740
14-06-10;136246;181266;181899;157719;134531;313685;133071;105130;169181;1089020;333500;299670;99915;738870;327085;;239930;134610;98368;121500;141090;180960;170055;88822;133356;117150;262680
15-06-10;133999;179350;181276;155140;132480;312115;129013;103394;167197;1067740;320000;293060;99925;795000;337030;;252080;132520;95025;129560;140080;179316;168115;88819;133398;127500;263380
16-06-10;134912;176954;181896;156147;132147;313410;124099;102163;165508;1061085;322500;293115;100495;817320;337030;;257500;132290;93739;129000;144095;179597;167738;87482;130963;118910;257500
17-06-10;131493;173679;181916;152295;128599;305795;121613;99074;164177;1040836;321300;290155;98390;795080;327290;;249110;127872;92243;129555;141050;181176;167309;84816;127069;123000;256240
18-06-10;127558;171281;179776;147442;124374;302340;118017;93999;160438;994411;318550;289050;95945;792150;327090;;241700;124158;94096;124655;134375;177917;165334;81137;122488;117500;248910
21-06-10;125518;161788;175645;145702;123520;299510;109254;89455;156356;957534;312670;280155;93415;804580;317165;;245030;122957;93746;121700;132295;173904;159226;80469;117468;112420;240490
22-06-10;129712;166165;179508;149952;127663;306605;111690;90936;160861;978638;325510;292810;95050;840050;317165;;262660;127081;95356;119695;136320;178407;162222;80001;115891;120000;244420
23-06-10;129868;175270;186386;149294;127135;313845;115851;93727;167093;961011;330000;298595;99600;913750;317160;;266330;126972;94368;122490;142885;186024;165324;84299;119821;118220;252380
24-06-10;134621;178219;193878;152770;133104;327430;119147;98593;169336;973701;340000;311570;102625;985950;322125;;269960;131799;98797;127300;150475;193724;172564;81467;125449;123000;254570
25-06-10;130767;184593;190729;148833;127596;327430;127134;101830;173767;966286;360000;316270;101945;970000;327115;;270000;127828;98891;127300;156155;192404;172277;84133;133770;123000;258300
28-06-10;129632;178461;190408;146001;126118;332170;117672;96108;170128;938742;358440;316240;100385;955520;342115;;267500;127200;98307;126265;156175;190335;169646;83375;127419;122060;254500
29-06-10;139777;190366;199718;153109;136560;351425;132255;102160;176913;959744;372680;326320;104555;936670;334340;;274240;137214;104525;127100;164560;199697;177128;86824;138174;125590;261000
30-06-10;140294;189663;195663;152978;137105;341930;131680;103746;174102;986854;373330;324680;101810;877780;329770;;265000;138058;104242;124640;153800;196752;174638;85443;133710;120000;259350
01-07-10;141719;189583;199170;153053;137988;349090;130425;106401;176009;1001922;373290;327985;102200;866340;319625;;260960;139737;105453;125875;158065;202140;179847;88610;135463;120900;261620
02-07-10;140363;186142;195317;153345;137697;340050;129312;104746;173666;993506;375570;325775;102180;855000;319630;;254340;138251;107180;124000;156530;199261;175861;84950;133517;119100;255240
05-07-10;140448;176729;193318;153658;137959;336865;123982;99617;167870;987693;365000;326935;101850;858330;317700;;259170;137990;106677;123300;151495;198249;174616;86150;126624;118380;251150
06-07-10;140172;179528;190663;149354;136801;331905;124955;96427;171994;972995;361600;319935;99760;852760;329885;;251650;137656;100332;121900;147695;191763;172605;84535;129546;125000;255860
07-07-10;135867;178884;187144;144785;131795;332515;127054;101050;173470;949217;359030;317615;100045;855000;331980;;253260;133673;100278;124640;149770;190786;173724;84768;131534;121500;253000
08-07-10;130997;174234;178564;141396;127496;329330;119772;97298;165646;921997;351140;313090;96595;845000;323235;;240500;129024;95685;123120;144710;181687;163252;86150;126497;121500;247000
09-07-10;128832;171143;176161;139853;125517;326660;115812;94253;162724;905748;345000;308180;95795;802810;326870;;228000;127474;94947;120900;144405;179526;159204;83760;123699;120000;242080
12-07-10;126555;173413;177122;136249;122925;327700;116951;96640;162491;902536;347820;308970;95330;804300;326280;;238730;125104;93289;119720;145765;181699;157641;81170;124111;120000;243000
13-07-10;121600;167765;171244;131283;116334;316165;114480;91706;160890;886984;337990;300460;93450;774170;327955;;227750;121012;91770;119720;140405;170988;149357;81916;121756;120000;239830
14-07-10;124776;161370;168399;132460;120045;311170;110272;90154;154661;899401;335490;300675;92340;788290;327735;;240600;124459;89850;119000;140275;170275;144828;79977;118288;116100;232000
15-07-10;123316;163604;171338;133113;118470;314545;111807;90464;156963;910341;335510;300695;92755;779060;334740;;250000;123528;91850;116760;140595;173861;145034;79967;119346;120000;230000
16-07-10;126518;168475;172859;135984;121483;316415;114811;93035;160309;922713;333750;301035;92785;768560;337600;;247960;126822;93859;117800;139415;172370;147146;80334;122306;117500;238320
19-07-10;127776;168857;178944;136126;121865;367395;114779;95006;159422;905477;348150;312750;97325;780000;330925;;262000;127060;93396;119705;144015;178783;150729;82496;123757;118220;238000
20-07-10;123145;167926;176404;132110;116409;350760;114545;92123;159323;887872;340570;309625;96980;786340;331720;;258110;124073;92467;117735;143240;175554;149291;82331;122465;119360;244300
21-07-10;123846;163789;171802;132336;117028;341950;111625;92023;156022;881542;324670;301245;95920;766250;326930;;250450;124442;94083;114785;140705;172638;145161;80044;120644;115000;237750
22-07-10;120416;163343;166032;128156;113156;328555;109756;92069;154578;849445;318470;294075;94685;766430;318100;;250000;119855;88586;114785;137870;165154;139232;80842;118551;115000;236000
23-07-10;120002;158865;167019;127332;112990;342175;105183;87531;147439;846581;317880;292830;94960;750000;317000;;243930;120706;89704;114500;138305;166436;141227;80084;113224;114730;230750
26-07-10;116395;158848;163375;123631;109630;334030;106075;88868;148136;822576;309580;287665;92990;720000;324880;;228750;116522;85520;112300;135415;161751;137965;77654;110268;116000;229450
27-07-10;117106;145800;162557;124402;109947;327340;96370;84982;139332;805785;300000;278120;90580;681010;294870;;207600;116988;84984;108870;133700;160894;136897;76653;104618;116000;218830
28-07-10;119679;147570;164992;126470;112575;330310;100380;86197;142111;807912;300450;270625;90625;700000;284870;;204640;119505;85992;112320;134280;164780;137186;76758;108555;110700;223890
29-07-10;116811;147985;162964;123688;109462;327210;100191;87829;141093;792471;288450;263285;91255;720060;284865;;209000;116448;83028;111400;134130;160814;137694;75979;109354;105000;220920
30-07-10;116909;153258;162508;123751;109297;325940;105548;90928;144401;793581;287500;264190;92720;727810;284500;;211100;116854;77896;111300;131240;161767;138145;77501;110969;107780;228070
02-08-10;112990;145614;158892;118854;104641;315485;98930;88600;139324;779237;274720;260430;89890;707500;295005;;208440;113486;76640;108800;128190;155238;133014;73281;108234;105280;224830
03-08-10;115231;144509;160494;120017;106168;314375;98060;86301;138818;795018;275000;257910;90295;682500;295005;;198240;115162;75449;109300;127570;157593;134327;74291;106736;110000;223830
04-08-10;115583;152294;160885;120493;106155;315905;102898;88724;146799;787885;275000;252740;89495;705000;296500;;207750;115543;76337;109900;126965;158712;136435;74116;112499;110560;236140
05-08-10;115071;156516;161972;120218;105846;314275;104750;89921;150339;796037;270000;247205;87855;728330;298300;;214330;115309;76142;119215;126660;158100;136385;73790;113941;113820;239220
06-08-10;114733;155991;161350;119672;105081;316185;104795;92018;149833;787475;268490;241265;87725;744690;297400;;221480;114619;76500;119215;126740;156507;136351;73678;114467;116000;238670
09-08-10;112302;151243;157805;117282;103038;309510;102009;91223;144172;776646;263290;242040;83630;754170;292600;;235330;112318;76328;117300;125140;154230;135115;69965;108976;116000;233500
10-08-10;113897;154043;160932;119098;104780;316265;105616;92401;150061;785842;262920;238475;84480;760450;293000;;249080;113833;75762;117500;125865;156729;138007;70137;113942;110000;234940
11-08-10;114460;154051;170776;118449;105645;329760;106520;92863;149017;807101;269260;241475;86455;780620;317555;;270000;114336;75409;120700;134600;162214;144083;69875;114074;112910;238000
12-08-10;117231;154290;167827;119612;107959;332060;112290;94389;151694;829308;270250;242060;87785;800000;319990;;277830;117102;80523;122500;133150;162872;144859;70605;117929;114630;240000
13-08-10;119239;152549;168875;122197;110069;335730;108899;93017;148943;832279;272030;239035;86575;805000;319990;;279610;118648;80135;122600;134520;164932;142422;70182;114936;110000;238810
16-08-10;119528;151072;170157;122302;108682;338375;112335;93017;148819;839250;271980;241440;86945;830000;321600;;303060;119853;81408;123200;135470;164645;142939;70104;117107;110560;239690
17-08-10;115921;147514;163437;118847;100784;329225;110904;92985;146169;821761;270000;236085;85875;821250;319925;;273870;115687;75494;109865;131870;159932;140988;70183;115621;105000;236990
18-08-10;117012;145041;162271;118301;100800;327815;110029;90602;144029;824650;270000;236635;85375;822250;320700;;271750;116120;73776;110200;132615;159574;140180;69286;114082;105000;237830
19-08-10;118963;143860;163468;120053;101232;322610;109316;90271;142548;826472;267930;235690;85145;825000;319950;;279340;118802;72381;107890;132750;159715;140438;69060;114798;107240;240000
20-08-10;121180;146510;165135;122493;100379;326135;111955;93069;143947;823470;273160;241350;86675;866700;319950;;305050;120678;74959;109865;135905;162389;145389;69337;117334;109070;248300
23-08-10;118873;145324;163352;120150;97038;327870;111320;92309;143377;814719;277000;242290;86930;860000;315435;;293000;120076;73639;109600;135215;162266;143351;69402;118631;105000;247310
24-08-10;124809;150855;171967;126693;106385;332400;117204;95292;148833;855184;285000;249875;86955;883750;315440;;307630;125792;75297;113600;140275;171927;149771;71012;122393;106390;255000
25-08-10;125064;155753;179155;127797;105966;337740;119679;97026;153167;896119;303690;264400;92115;902370;325555;;322170;126096;76771;117300;147405;184112;153070;71590;124467;111320;265000
26-08-10;128954;155142;178057;133888;114692;345915;119937;96894;153902;935311;315890;265395;92295;906250;325430;;334380;133884;76624;118600;149965;178786;153330;75078;124485;109360;265280
27-08-10;128758;165854;179517;132534;113257;352715;123441;98865;161901;941856;324790;272055;94765;900690;315440;;339650;132318;75666;120000;150105;181003;154009;75158;127082;109000;274350
30-08-10;131613;161117;178731;135571;117153;354150;118513;96226;156386;946597;326120;273140;94980;901780;316700;;338760;136700;77697;120600;150350;179231;154896;75093;123406;109450;268680
31-08-10;131462;164566;181025;137820;116267;362465;123719;98721;162930;945689;324200;272580;97675;910000;320000;;350000;143821;77888;121800;152070;180173;155370;80514;126198;110560;276080
01-09-10;124101;161675;170774;129318;109558;350530;119205;94777;159500;898214;312460;260330;95115;881290;315315;;330800;142819;75256;124640;142980;168580;149554;77519;124035;125000;270000
02-09-10;121805;159046;167356;126141;107837;350060;115578;91193;154167;893261;305410;257225;94785;864150;310320;;334420;137947;73342;130535;138760;166316;147933;77317;121796;121660;265000
03-09-10;118817;154624;163498;123373;107898;350440;110770;89790;151069;852592;303770;252580;93035;845000;304465;;335000;132732;71833;128200;135155;164095;145026;75724;117079;125000;261330
06-09-10;118045;146315;162875;123508;107235;348125;106444;83693;144820;856840;302810;254815;93130;853980;301000;;338370;132581;73866;124640;135020;162916;143241;75036;109854;115490;254380
07-09-10;123790;149389;169017;127674;113260;364325;112102;89384;150272;885752;309580;259295;94965;880840;308970;;379920;141309;74310;126010;139000;167808;147001;76134;116382;119330;262000
08-09-10;127515;156730;169208;132639;125135;368740;115058;91569;152883;885700;312240;265285;96660;875000;314520;;368330;145135;76948;129000;142255;168594;147745;76441;116933;126000;264470
09-09-10;125662;155999;167054;130996;125987;357445;112650;89975;154645;888044;300460;258240;95590;870000;309780;;379250;141148;76287;127000;139605;166318;148967;74859;114902;119990;268290
10-09-10;124596;151378;166205;130228;124744;354015;108715;87644;151027;880225;299980;259540;95200;870250;308800;;379030;136156;75522;126580;137995;164463;148854;77552;111393;123000;267100
