Data;BRAZIL CDS USD SR 5Y D14 Corp  (R1);INDON CDS USD SR 5Y D14 Corp  (R2);TURKEY CDS USD SR 5Y D14 Corp  (R2);COLOM CDS USD SR 5Y D14 Corp  (R2);PERU CDS USD SR 5Y D14 Corp  (R2);HUNGARY CDS USD SR 5Y D14 Corp  (R1);KOREA CDS USD SR 5Y D14 Corp  (L1);MALAYS CDS USD SR 5Y D14 Corp  (R2);PHILIP CDS USD SR 5Y D14 Corp  (R2);ARGENT CDS USD SR 5Y D14 Corp  (L2);BGARIA CDS USD SR 5Y D14 Corp  (R2);CROATB CDS USD SR 5Y D14 Corp  (R1);CZECH CDS USD SR 5Y D14 Corp  (L1);GREECE CDS USD SR 5Y D14 Corp  (L2);ICELND CDS USD SR 5Y D14 Corp  (R2);INDIA CDS USD SR 5Y D14 Corp  (R1);IRELND CDS USD SR 5Y D14 Corp  (R2);MEX CDS USD SR 5Y D14 Corp  (R2);CHILE CDS USD SR 5Y D14 Corp  (R2);MOROC CDS USD SR 5Y D14 Corp  (R2);POLAND CDS USD SR 5Y D14 Corp  (L1);RUSSIA CDS USD SR 5Y D14 Corp  (R1);REPSOU CDS USD SR 5Y D14 Corp  (R1);SLOVEN CDS USD SR 5Y D14 Corp  (R1);THAI CDS USD SR 5Y D14 Corp  (R2);BTUN CDS USD SR 5Y D14 Corp  (R1);VIETNM CDS USD SR 5Y D14 Corp  (R2)
06-10-00;;;;;;;;;;;;;;;;;;;;;;;180,00;;;;
09-10-00;;;;;;;;;;;;;;;;;;;;;;;180,00;;;;
10-10-00;;;;;;;;;;;;;;;;;;;;;;;180,00;;;;
11-10-00;;;;;;;;;;;;;;;;;;;;;;;180,00;;;;
12-10-00;;;425,00;;;;;;;;;;;;;;;;;;;900,00;187,50;;;;
13-10-00;;;425,00;;;;;;;;;;;;;;;;;;;900,00;187,50;;;;
16-10-00;;;425,00;;;;;;;;;;;;;;;;;;;900,00;187,50;;;;
17-10-00;;;425,00;;;;;;;;;;;;;;;;;;;900,00;187,50;;;;
18-10-00;;;425,00;;;;;;;;;;;;;;;;;;;900,00;187,50;;;;
19-10-00;;;425,00;;;;;;;;;;;;;;;;;;;900,00;187,50;;;;
20-10-00;;;457,50;;;;;;;;;;;;;;;;;;;887,50;191,25;;;;
23-10-00;;;457,50;;;;;;;;;;;;;;;;;;;1000,00;191,25;;;;
24-10-00;;;462,50;;;;;;;;;;;;;;;;;;;962,50;191,25;;;;
25-10-00;;;460,00;;;;;;;;;;;;;;;;;;;962,50;191,25;;;;
26-10-00;;;452,50;;;;;;;;;;;;;;;;;;;970,00;191,25;;;;
27-10-00;;;452,50;;;;;;;;;;;;;;;;;;;962,50;190,00;;;;
30-10-00;;;437,50;;;;;;;;;;;;;;;;;;;950,00;190,00;;;;
31-10-00;;;470,00;;;;;;;;;;;;;;;;;;;902,50;190,00;;;;
01-11-00;;;470,00;;;;;;;;;;;;;;;;;;;894,00;190,00;;;;
02-11-00;;;462,50;;;;;;;;;;;;;;;;;;;890,00;200,00;;;;
03-11-00;;;460,00;;;;;;;;;;;;;;;;;;;883,75;200,00;;;;
06-11-00;;;452,50;;;;;;;;;;;;;;;;;;;883,75;200,00;;;;
07-11-00;;;452,50;;;;;;;;;;;;;;;;;;;902,50;200,00;;;;
08-11-00;;;457,50;;;;;;;;;;;;;;;;;;;921,25;200,00;;;;
09-11-00;;;462,50;;;;;;;;;;;;;;;;;;;1015,00;200,00;;;;
10-11-00;;;457,50;;;;;;;;;;;;;;;;;;;998,75;200,00;;;;
13-11-00;;;457,50;;;;;;;;;;;;;;;;;;;1005,00;200,00;;;;
14-11-00;;;465,00;;;;;;;;;;;;;;;;;;;1005,00;200,00;;;;
15-11-00;;;460,00;;;;;;;;;;;;;;;;;;;950,00;200,00;;;;
16-11-00;;;460,00;;;;;;;;;;;;;;;;;;;945,00;200,00;;;;
17-11-00;;;462,50;;;;;;;;;;;;;;;;;;;950,00;200,00;;;;
20-11-00;;;467,50;;;;;;;;;;;;;;;;;;;950,00;200,00;;;;
21-11-00;;;480,00;;;;;;;;;;;;;;;;;;;950,00;200,00;;;;
22-11-00;;;510,00;;;;;;;;;;;;;;;;;;;955,00;200,00;;;;
23-11-00;;;510,00;;;;;;;;;;;;;;;;;;;955,00;200,00;;;;
24-11-00;;;577,50;;;;;;;;;;;;;;;;;;;955,00;200,00;;;;
27-11-00;;;597,50;;;;;;;;;;;;;;;;;;;955,00;200,00;;;;
28-11-00;;;715,00;;;;;;;;;;;;;;;;;;;955,00;200,00;;;;
29-11-00;;;762,50;;;;;;;;;;;;;;;;;;;955,00;200,00;;;;
30-11-00;;;800,00;;;;;;;;;;;;;;;;;;;1017,50;200,00;;;;
01-12-00;;;825,00;;;;;;;;;;;;;;;;;;;1017,50;200,00;;;;
04-12-00;;;880,00;;;;;;;;;;;;;;;;;;;1017,50;200,00;;;;
05-12-00;;;800,00;;;;;;;;;;;;;;;;;;;1017,50;200,00;;;;
06-12-00;;;742,50;;;;;;;;;;;;;;;;;;;1002,50;200,00;;;;
07-12-00;;;747,50;;;;;;;;;;;;;;;;;;;1007,50;200,00;;;;
08-12-00;;;742,50;;;;;;;;;;;;;;;;;;;1007,50;200,00;;;;
11-12-00;;;727,50;;;;;;;;;;;;;;;;;;;1002,50;200,00;;;;
12-12-00;;;720,00;;;;;;;;;;;;;;;;;;;1002,50;200,00;;;;
13-12-00;;;740,00;;;;;;;;;;;;;;;;;;;1022,50;200,00;;;;
14-12-00;;;752,50;;;;;;;;;;;;;;;;;;;1025,00;202,50;;;;
15-12-00;;;752,50;;;;;;;;;;;;;;;;;;;1025,00;202,50;;;;
18-12-00;;;735,00;;;;;;;;;;;;;;;;;;;1025,00;210,00;;;;
19-12-00;;;760,00;;;;;;;;;;;;;;;;;;;1025,00;202,50;;;;
20-12-00;;;760,00;;;;;;;;;;;;;;;;;;;1025,00;202,50;;;;
21-12-00;;;750,00;;;;;;;;;;;;;;;;;;;1015,00;202,50;;;;
22-12-00;;;750,00;;;;;;;;;;;;;;;;;;;1015,00;202,50;;;;
25-12-00;;;750,00;;;;;;;;;;;;;;;;;;;1015,00;202,50;;;;
26-12-00;;;750,00;;;;;;;;;;;;;;;;;;;1015,00;202,50;;;;
27-12-00;;;750,00;;;;;;;;;;;;;;;;;;;1015,00;202,50;;;;
28-12-00;;;750,00;;;;;;;;;;;;;;;;;;;1015,00;202,50;;;;
29-12-00;;;750,00;;;;;;;;;;;;;;;;;;;1015,00;202,50;;;;
01-01-01;;;750,00;;;;;;;;;;;;;;;;;;;1015,00;202,50;;;;
02-01-01;;;750,00;;;;;;;;;;;;;;;;;;;1050,00;202,50;;;;
03-01-01;;;760,00;;;;;;;;;;;;;;;;;;;1050,00;202,50;;;;
04-01-01;;;750,00;;;;;;;;;;;;;;;;;;;1040,00;205,00;;;;
05-01-01;;;697,50;;;;;;;;;;;;;;;;;;;1015,00;202,50;;;;
08-01-01;;;700,00;;;;;;;;;;;;;;;;;;;1025,00;202,50;;;;
09-01-01;;;700,00;;;;;;;;;;;;;;;;;;;1025,00;202,50;;;;
10-01-01;;;700,00;;;;;;;;;;;;;;;;;;;1020,00;202,50;;;;
11-01-01;;;690,00;;;;;;;;;;;;;;;;;;;1020,00;202,50;;;;
12-01-01;;;657,50;;;;;;;;;;;;;;;;;;;1022,50;202,50;;;;
15-01-01;;;657,50;;;;;;;;;;;;;;;;;;;1022,50;202,50;;;;
16-01-01;;;637,50;;;;;;;;;;;;;;;;;;;1000,00;202,50;;;;
17-01-01;;;625,00;;;;;;;;;;;;;;;;;;;965,00;202,50;;;;
18-01-01;;;617,50;;;;;;;;;;;;;;;;;;;955,00;202,50;;;;
19-01-01;;;577,50;;;;;;;;;;;;;;;;;;;955,00;202,50;;;;
22-01-01;;;582,50;;;;;;;;;;;;;;;;;;;955,00;202,50;;;;
23-01-01;;;577,50;;;;;;;;;;;;;;;;;;;955,00;202,50;;;;
24-01-01;;;550,00;;;;;;;;;;;;;;;;;;;945,00;202,50;;;;
25-01-01;;;532,50;;;;;;;;;;;;;;;;;;;945,00;202,50;;;;
26-01-01;;;532,50;;;;;;;;;;;;;;;;;;;940,00;202,50;;;;
29-01-01;;;522,50;;;;;;;;;;;;;;;;;;;930,00;202,50;;;;
30-01-01;;;522,50;;;;;;;;;;;;;;;;;;;925,00;202,50;;;;
31-01-01;;;522,50;;;;;;;;;;;;;;;;;;;915,00;202,50;;;;
01-02-01;;;522,50;;;;;;;;;;;;;;;;;;;915,00;202,50;;;;
02-02-01;;;522,50;;;;;;;;;;;;;;;;;;;915,00;202,50;;;;
05-02-01;;;540,00;;;;;;;;;;;;;;;;;;;877,50;202,50;;;;
06-02-01;;;565,00;;;;;;;;;;;;;;;;;;;877,50;202,50;;;;
07-02-01;;;640,00;;;;;;;;;;;;;;;;;;;877,50;202,50;;;;
08-02-01;;;615,00;;;;;;;;;;;;;;;;;;;877,50;202,50;;;;
09-02-01;;;610,00;;;;;;;;;;;;;;;;;;;872,50;202,50;;;;
12-02-01;;;631,47;;;;;;;;;;;;;;;;;;;865,04;193,50;;;;
13-02-01;;;650,00;;;;;;;;;;;;;;;;;;;890,00;193,50;;;;
14-02-01;;;647,50;;;;;;;;;;;;;;;;;;;882,50;182,50;;;;
15-02-01;;;642,50;;;;;;;;;;;;;;;;;;;880,00;182,50;;;;
16-02-01;;;635,00;;;;;;;;;;;;;;;;;;;880,00;182,50;;;;
19-02-01;;;635,00;;;;;;;;;;;;;;;;;;;880,00;182,50;;;;
20-02-01;;;790,00;;;;;;;;;;;;;;;;;;;900,00;185,00;;;;
21-02-01;;;992,50;;;;;;;;;;;;;;;;;;;917,46;187,50;;;;
22-02-01;;;967,50;;;;;;;;;;;;;;;;;;;917,46;187,50;;;;
23-02-01;;;950,00;;;;;;;;;;;;;;;;;;;917,46;195,00;;;;
26-02-01;;;887,50;;;;;;;;;;;;;;;;;;;910,46;192,50;;;;
27-02-01;;;870,00;;;;;;;;;;;;;;;;;;;910,46;192,50;;;;
28-02-01;;;856,00;;;;;;;;;;;;;;;;;;;907,96;192,50;;;;
01-03-01;;;856,00;;;;;;;;;;;;;;;;;;;907,96;192,50;;;;
02-03-01;;;782,50;;;;;;;;;;;;;;;;;;;897,96;192,50;;;;
05-03-01;;;770,00;;;;;;;;;;;;;;;;;;;887,04;190,00;;;;
06-03-01;;;780,00;;;;;;;;;;;;;;;;;;;887,04;188,50;;;;
07-03-01;;;780,00;;;;;;;;;;;;;;;;;;;887,04;188,50;;;;
08-03-01;;;792,50;;;;;;;;;;;;;;;;;;;887,04;187,50;;;;
09-03-01;;;820,00;;;;;;;;;;;;;;;;;;;890,00;187,50;;;;
12-03-01;;;835,00;;;;;;;;;;;;;;;;;;;880,00;187,50;;;;
13-03-01;;;835,00;;;;;;;;;;;;;;;;;;;877,50;187,50;;;;
14-03-01;;;845,00;;;;;;;;;;;;;;;;;;;885,00;187,50;;;;
15-03-01;;;862,50;;;;;;;;;;;;;;;;;;;882,50;190,00;;;;
16-03-01;;;882,50;;;;;;;;;;;;;;;;;;;918,50;190,00;;;;
19-03-01;;;932,50;;;;;;;;;;;;;;;;;;;928,87;192,50;;;;
20-03-01;;;927,50;;;;;;;;;;;;;;;;;;;933,87;192,50;;;;
21-03-01;;;920,00;;;;;;;;;;;;;;;;;;;935,41;197,50;;;;
22-03-01;;;935,00;;;;;;;;;;;;;;;;;;;949,88;197,50;;;;
23-03-01;;;945,00;;;;;;;;;;;;;;;;;;;969,88;197,50;;;;
26-03-01;;;935,00;;;;;;;;;;;;;;;;;;;944,88;197,50;;;;
27-03-01;;;910,00;;;;;;;;;;;;;;;;;;;937,38;197,50;;;;
28-03-01;;;985,00;;;;;;;;;;;;;;;;;;;939,88;200,00;;;;
29-03-01;;;1072,50;;;;;;;;;;;;;;;;;;;957,50;202,50;;;;
30-03-01;;;1100,00;;;;;;;;;;;;;;;;;;;945,16;202,50;;;;
02-04-01;;;1112,50;;;;;;;;;;;;;;;;;;;945,16;202,50;;;;
03-04-01;;;1170,00;;;;;;;;;;;;;;;;;;;947,66;202,50;;;;
04-04-01;;;1122,50;;;;;;;;;;;;;;;;;;;947,50;202,50;;;;
05-04-01;;;1080,00;;;;;;;;;;;;;;;;;;;945,00;202,50;;;;
06-04-01;;;1040,00;;;;;;;;;;;;;;;;;;;955,00;202,50;;;;
09-04-01;;;1067,50;;;;;;;;;;;;;;;;;;;955,00;202,50;;;;
10-04-01;;;1105,00;;;;;;;;;;;;;;;;;;;962,50;202,50;;;;
11-04-01;;;1105,00;;;;;;;;;;;;;;;;;;;947,50;202,50;;;;
12-04-01;;;1122,50;;;;;;;;;;;;;;;;;;;950,00;202,50;;;;
13-04-01;;;1122,50;;;;;;;;;;;;;;;;;;;950,00;202,50;;;;
16-04-01;;;1122,50;;;;;;;;;;;;;;;;;;;950,00;202,50;;;;
17-04-01;;;1110,00;;;;;;;;;;;;;;;;;;;950,00;202,50;;;;
18-04-01;;;1070,00;;;;;;;;;;;;;;;;;;;930,00;202,50;;;;
19-04-01;;;1095,00;;;;;;;;;;;;;;;;;;;930,00;202,50;;;;
20-04-01;;;1112,50;;;;;;;;;;;;;;;;;;;942,50;202,50;;;;
23-04-01;;;1122,50;;;;;;;;;;;;;;;;;;;962,50;202,50;;;;
24-04-01;;;1080,00;;;;;;;;;;;;;;;;;;;952,50;197,50;;;;
25-04-01;;;1077,50;;;;;;;;;;;;;;;;;;;955,00;197,50;;;;
26-04-01;;;975,00;;;;;;;;;;;;;;;;;;;950,00;197,50;;;;
27-04-01;;;925,00;;;;;;;;;;;;;;;;;;;932,50;197,50;;;;
30-04-01;;;895,00;;;;;;;;;;;;;;;;;;;915,00;192,50;;;;
01-05-01;;;900,00;;;;;;;;;;;;;;;;;;;915,00;192,50;;;;
02-05-01;;;900,00;;;;;;;;;;;;;;;;;;;910,00;192,50;;;;
03-05-01;;;895,00;;;;;;;;;;;;;;;;;;;905,00;197,50;;;;
04-05-01;;;880,00;;;;;;;;;;;;;;;;;;;895,00;197,50;;;;
07-05-01;;;880,00;;;;;;;;;;;;;;;;;;;895,00;197,50;;;;
08-05-01;;;862,50;;;;;;;;;;;;;;;;;;;895,00;197,50;;;;
09-05-01;;;862,50;;;;;;;;;;;;;;;;;;;895,00;197,50;;;;
10-05-01;;;857,50;;;;;;;;;;;;;;;;;;;882,50;197,50;;;;
11-05-01;;;857,50;;;;;;;;;;;;;;;;;;;885,00;197,50;;;;
14-05-01;;;857,50;;;;;;;;;;;;;;;;;;;885,00;195,00;;;;
15-05-01;;;857,50;;;;;;;;;;;;;;;;;;;870,00;195,00;;;;
16-05-01;;;842,50;;;;;;;;;;;;;;;;;;;860,00;195,00;;;;
17-05-01;;;785,00;;;;;;;;;;;;;;;;;;;835,00;192,50;;;;
18-05-01;;;765,00;;;;;;;;;;;;;;;;;;;810,00;190,00;;;;
21-05-01;;;720,00;;;;;;;;;;;;;;;;;;;810,00;190,00;;;;
22-05-01;;;700,00;;;;;;;;;;;;;;;;;;;802,50;190,00;;;;
23-05-01;;;710,00;;;;;;;;;;;;;;;;;;;802,50;190,00;;;;
24-05-01;;;710,00;;;;;;;;;;;;;;;;;;;792,50;190,00;;;;
25-05-01;;;710,00;;;;;;;;;;;;;;;;;;;800,00;187,50;;;;
28-05-01;;;710,00;;;;;;;;;;;;;;;;;;;800,00;187,50;;;;
29-05-01;;;722,50;;;;;;;;;;;;;;;;;;;802,50;187,50;;;;
30-05-01;;;747,50;;;;;;;;;;;;;;;;;;;805,00;187,50;;;;
31-05-01;;;772,50;;;;;;;;;;;;;;;;;;;805,00;187,50;;;;
01-06-01;;;762,50;;;;;;;;;;;;;;;;;;;792,50;187,50;;;;
04-06-01;;;737,50;;;;;;;;;;;;;;;;;;;765,00;187,50;;;;
05-06-01;;;742,50;;;;;;;;;;;;;;;;;;;745,00;187,50;;;;
06-06-01;;;747,50;;;;;;;;;;;;;;;;;;;735,00;187,50;;;;
07-06-01;;;740,00;;;;;;;;;;;;;;;;;;;727,50;187,50;;;;
08-06-01;;;730,00;;;;;;;;;;;;;;;;;;;682,50;182,50;;;;
11-06-01;;;752,50;;;;;;;;;;;;;;;;;;;657,50;182,50;;;;
12-06-01;;;750,00;;;;;;;;;;;;;;;;;;;665,00;185,00;;;;
13-06-01;;;742,50;;;;;;;;;;;;;;;;;;;680,00;185,00;;;;
14-06-01;;;742,50;;;;;;;;;;;;;;;;;;;682,50;185,00;;;;
15-06-01;;;747,50;;;;;;;;;;;;;;;;;;;705,00;185,00;;;;
18-06-01;;;765,00;;;;;;;;;;;;;;;;;;;722,50;185,00;;;;
19-06-01;;;767,50;;;;;;;;;;;;;;;;;;;725,00;187,50;;;;
20-06-01;;;785,00;;;;;;;;;;;;;;;;;;;715,00;187,50;;;;
21-06-01;;;795,00;;;;;;;;;;;;;;;;;;;700,00;185,00;;;;
22-06-01;;;795,00;;;;;;;;;;;;;;;;;;;695,00;185,00;;;;
25-06-01;;;800,00;;;;;;;;;;;;;;;;;;;680,00;185,00;;;;
26-06-01;;;797,50;;;;;;;;;;;;;;;;;;;677,50;182,50;;;;
27-06-01;;;792,50;;;;;;;;;;;;;;;;;;;680,00;183,50;;;;
28-06-01;;;797,50;;;;;;;;;;;;;;;;;;;685,00;181,00;;;;
29-06-01;;;795,00;;;;;;;;;;;;;;;;;;;702,50;182,50;;;;
02-07-01;;;800,25;;;;;;;;;;;;;;;;;;;700,00;185,00;;;;
03-07-01;;;802,50;;;;;;;;;;;;;;;;;;;697,50;187,50;;;;
04-07-01;;;802,50;;;;;;;;;;;;;;;;;;;697,50;187,50;;;;
05-07-01;;;810,00;;;;;;;;;;;;;;;;;;;707,50;188,50;;;;
06-07-01;;;892,50;;;;;;;;;;;;;;;;;;;715,00;193,50;;;;
09-07-01;;;910,00;;;;;;;;;;;;;;;;;;;722,50;192,50;;;;
10-07-01;;;930,00;;;;;;;;;;;;;;;;;;;720,00;195,00;;;;
11-07-01;;;1017,50;;;;;;;;;;;;;;;;;;;795,00;200,00;;;;
12-07-01;;;1102,50;;;;;;;;;;;;;;;;;;;895,00;210,00;;;;
13-07-01;;;1085,00;;;;;;;;;;;;;;;;;;;885,00;210,00;;;;
16-07-01;;;1100,00;;;;;;;;;;;;;;;;;;;875,00;210,00;;;;
17-07-01;;;1190,00;;;;;;;;;;;;;;;;;;;830,00;207,50;;;;
18-07-01;;;1162,50;;;;;;;;;;;;;;;;;;;827,50;205,00;;;;
19-07-01;;;1190,00;;;;;;;;;;;;;;;;;;;847,50;202,50;;;;
20-07-01;;;1152,50;;;;;;;;;;;;;;;;;;;822,50;200,00;;;;
23-07-01;;;1137,50;;;;;;;;;;;;;;;;;;;810,00;195,00;;;;
24-07-01;;;1115,00;;;;;;;;;;;;;;;;;;;795,00;192,50;;;;
25-07-01;;;1115,00;;;;;;;;;;;;;;;;;;;810,00;190,00;;;;
26-07-01;;;1110,00;;;;;;;;;;;;;;;;;;;805,00;190,00;;;;
27-07-01;;;1122,50;;;;;;;;;;;;;;;;;;;827,50;190,00;;;;
30-07-01;;;1100,00;;;;;;;;;;;;;;;;;;;807,50;185,00;;;;
31-07-01;;;1112,50;;;;;;;;;;;;;;;;;;;815,00;185,00;;;;
01-08-01;;;1112,50;;;;;;;;;;;;;;;;;;;820,00;185,00;;;;
02-08-01;;;1105,00;;;;;;;;;;;;;;;;;;;812,50;185,00;;;;
03-08-01;;;1085,00;;;;;;;;;;;;;;;;;;;800,00;182,50;;;;
06-08-01;;;1047,50;;;;;;;;;;;;;;;;;;;790,00;182,50;;;;
07-08-01;;;1007,50;;;;;;;;;;;;;;;;;;;777,50;180,00;;;;
08-08-01;;;967,50;;;;;;;;;;;;;;;;;;;762,50;180,00;;;;
09-08-01;;;987,50;;;;;;;;;;;;;;;;;;;762,50;180,00;;;;
10-08-01;;;1012,50;;;;;;;;;;;;;;;;;;;785,00;182,50;;;;
13-08-01;;;1025,00;;;;;;;;;;;;;;;;;;;802,50;185,00;;;;
14-08-01;;;1062,50;;;;;;;;;;;;;;;;;;;805,00;185,00;;;;
15-08-01;;;1075,00;;;;;;;;;;;;;;;;;;;792,50;185,00;;;;
16-08-01;;;1052,50;;;;;;;;;;;;;;;;;;;775,00;185,00;;;;
17-08-01;;;1065,00;;;;;;;;;;;;;;;;;;;765,00;185,00;;;;
20-08-01;;;1075,00;;;;;;;;;;;;;;;;;;;792,50;185,00;;;;
21-08-01;;;1055,00;;;;;;;;;;;;;;;;;;;777,50;185,00;;;;
22-08-01;;;1027,50;;;;;;;;;;;;;;;;;;;752,50;185,00;;;;
23-08-01;;;1007,50;;;;;;;;;;;;;;;;;;;740,00;185,00;;;;
24-08-01;;;1002,50;;;;;;;;;;;;;;;;;;;737,50;185,00;;;;
27-08-01;;;1002,50;;;;;;;;;;;;;;;;;;;737,50;185,00;;;;
28-08-01;;;955,00;;;;;;;;;;;;;;;;;;;720,00;185,00;;;;
29-08-01;;;912,50;;;;;;;;;;;;;;;;;;;705,00;185,00;;;;
30-08-01;;;917,50;;;;;;;;;;;;;;;;;;;692,50;185,00;;;;
31-08-01;;;920,00;;;;;;;;;;;;;;;;;;;697,50;185,00;;;;
03-09-01;;;920,00;;;;;;;;;;;;;;;;;;;697,50;185,00;;;;
04-09-01;;;920,00;;;;;;;;;;;;;;;;;;;675,00;185,00;;;;
05-09-01;;;905,00;;;;;;;;;;;;;;;;;;;670,00;185,00;;;;
06-09-01;;;902,50;;;;;;;;;;;;;;;;;;;667,50;185,00;;;;
07-09-01;;;907,50;;;;;;;;;;;;;;;;;;;680,00;185,00;;;;
10-09-01;;;910,00;;;;;;;;;;;;;;;;;;;685,00;182,50;;;;
11-09-01;;;910,00;;;;;;;;;;;;;;;;;;;685,00;182,50;;;;
12-09-01;;;910,00;;;;;;;;;;;;;;;;;;;685,00;182,50;;;;
13-09-01;;;965,00;;;;;;;;;;;;;;;;;;;720,00;187,50;;;;
14-09-01;;;975,00;;;;;;;;;;;;;;;;;;;742,50;187,50;;;;
17-09-01;;;987,50;;;;;;;;;;;;;;;;;;;740,00;190,00;;;;
18-09-01;;;1017,50;;;;;;;;;;;;;;;;;;;745,00;190,00;;;;
19-09-01;;;1000,00;;;;;;;;;;;;;;;;;;;732,50;192,50;;;;
20-09-01;;;1005,00;;;;;;;;;;;;;;;;;;;755,00;192,50;;;;
21-09-01;;;1025,00;;;;;;;;;;;;;;;;;;;800,00;192,50;;;;
24-09-01;;;1007,50;;;;;;;;;;;;;;;;;;;782,50;192,50;;;;
25-09-01;;;1005,00;;;;;;;;;;;;;;;;;;;800,00;192,50;;;;
26-09-01;;;1012,50;;;;;;;;;;;;;;;;;;;812,50;202,50;;;;
27-09-01;;;1007,50;;;;;;;;;;;;;;;;;;;830,00;202,50;;;;
28-09-01;;;982,50;;;;;;;;;;;;;;;;;;;812,50;197,50;;;;
01-10-01;;;962,50;;;;;;;;;;;;;;;;;;;817,50;197,50;;;;
02-10-01;;;967,50;;;;;;;;;;;;;;;;;;;825,00;197,50;;;;
03-10-01;;;967,50;;;;;;;;;;;;;;;;;;;830,00;197,50;;;;
04-10-01;;;967,50;;;;;;;;;;;;;;;;;;;827,50;197,50;;;;
05-10-01;;;1005,00;;;;;;;;;;;;;;;;;;;842,50;200,00;;;;
08-10-01;;;1005,00;;;;;;;;;;;;;;;;;;;842,50;200,00;;;;
09-10-01;;;997,50;;;;;;;;;;;;;;;;;;;827,50;197,50;;;;
10-10-01;;;982,50;;;;;;;;;;;;;;;;;;;817,50;197,50;;;;
11-10-01;;;960,00;;;;;;;;;;;;;;;;;;;800,00;195,00;;;;
12-10-01;1117,50;;962,50;;;;;;;;;;;;;;;330,00;;;;813,33;192,50;;;;
15-10-01;1117,50;;942,50;;;;;;;;;;;;;;;330,00;;;;795,00;195,00;;;;
16-10-01;1065,00;;927,50;;;;;;;;;;;;;;;317,50;;;;796,67;196,67;;;;
17-10-01;1065,00;;925,00;;;;;;;;;;;;;;;306,25;;;;758,33;198,33;;;;
18-10-01;1075,00;;935,00;;;;;;;;;;;;;;;305,00;;;;768,33;198,33;;;;
19-10-01;1075,00;;935,00;;;;;;;;;;;;;;;305,00;;;;777,50;197,50;;;;
22-10-01;1050,00;;910,00;;;;;180,00;;;;;;;;;;300,00;;;;751,67;198,33;;;;
23-10-01;1050,00;;907,50;;;;;180,00;;;;;;;;;;295,00;;;;766,67;198,33;;;;
24-10-01;1060,00;;907,50;;;;;180,00;;;;;;;;;;297,50;;;;765,00;196,67;;;;
25-10-01;1060,00;;912,50;;;;;180,00;;;;;;;;;;300,00;;;;768,33;191,67;;;;
26-10-01;1070,00;;905,00;;;;;180,00;;;;;;;;;;301,25;;;;773,33;191,67;;;;
29-10-01;1117,50;;920,00;;;;;180,00;;;;;;;;;;308,75;;;;808,33;191,67;;;;
30-10-01;1107,50;;925,00;;;;;180,00;;;;;;;;;;313,75;;;;811,67;191,67;;;;
31-10-01;1100,00;;917,50;;;;;180,00;;;;;;;;;;311,25;;;;803,33;195,83;;;;
01-11-01;1110,00;;917,50;;;;;180,00;;;;;;;;;;316,25;;;;786,67;195,00;;;;
02-11-01;1110,00;;922,50;;;;;180,00;;;;;;;;;;316,25;;;;802,50;197,50;;;;
05-11-01;1072,50;;915,00;;;;;190,00;;;;;;;;;;311,25;;;;790,00;193,33;;;;
06-11-01;1072,50;;877,50;;;;;190,00;;;;;;;;;;313,75;;;;768,33;193,33;;;;
07-11-01;1072,50;;847,50;;;;;190,00;;;;;;;;;;311,25;;;;765,00;188,33;;;;
08-11-01;1072,50;;835,00;;;;;190,00;;;;;;;;;;305,00;;;;766,67;189,17;;;;
09-11-01;1072,50;;835,00;;;;;190,00;;;;;;;;;;305,00;;;;755,00;189,17;;;;
12-11-01;1072,50;;835,00;;;;;190,00;;;;;;;;;;305,00;;;;755,00;189,17;;;;
13-11-01;1072,50;;805,00;;;;;190,00;;;;;;;;;;305,00;;;;692,50;200,00;;;;
14-11-01;1072,50;;790,00;;;;;190,00;;;;;;;;;;305,00;;;;680,00;197,50;;;;
15-11-01;977,50;;757,50;;;;;175,00;;;;;;;;;;280,00;;;;690,00;189,17;;;;
16-11-01;965,00;;757,50;;;;;175,00;;;;;;;;;;257,50;;;;710,00;190,00;;;;
19-11-01;857,50;;750,00;;;;;175,00;;;;;;;;;;245,00;;;;648,33;178,33;;;;
20-11-01;862,50;;747,50;;;;;175,00;;;;;;;;;;240,00;;;;635,00;178,33;;;;
21-11-01;887,50;;752,50;;;;;162,50;;;;;;;;;;257,50;;;;666,67;189,17;;;;
22-11-01;887,50;;752,50;;;;;162,50;;;;;;;;;;257,50;;;;666,67;189,17;;;;
23-11-01;887,50;;745,00;;;;;162,50;;;;;;;;;;257,50;;;;657,50;197,50;;;;
26-11-01;847,50;;737,50;;;;;162,50;;;;;;;;;;250,00;;;;650,83;189,17;;;;
27-11-01;852,50;;730,00;;;;;162,50;;;;;;;;;;247,50;;;;635,83;187,50;;;;
28-11-01;882,50;;752,50;;;;;162,50;;;;;;;;;;256,25;;;;641,67;185,83;;;;
29-11-01;935,00;;737,50;;;;;162,50;;;;;;;;;;266,25;;;;626,67;184,17;;;;
30-11-01;935,00;;735,00;;;;;162,50;;;;;;;;;;266,25;;;;640,00;187,50;;;;
03-12-01;902,50;;737,50;;;;;162,50;;;;;;;;;;265,00;;;;621,67;182,50;;;;
04-12-01;870,00;;727,50;;;;;162,50;;;;;;;;;;250,00;;;;607,50;182,50;;;;
05-12-01;855,00;;702,50;;;;;162,50;;;;;;;;;;240,00;;;;581,67;182,50;;;;
06-12-01;857,50;;695,00;;;;;162,50;;;;;;;;;;242,50;;;;575,83;186,67;;;;
